filename,kappa,c,logL,detector,duration,sample_rate,filepath
H-H1_GWOSC_16KHZ_R1-1268431079-32.hdf5,1.0,0.0,-127964.19876174378,H1,32,16384.0,data\H-H1_GWOSC_16KHZ_R1-1268431079-32.hdf5
H-H1_GWOSC_16KHZ_R1-1268431079-32.hdf5,1.0,0.75,-127400.40946291568,H1,32,16384.0,data\H-H1_GWOSC_16KHZ_R1-1268431079-32.hdf5
H-H1_GWOSC_4KHZ_R1-1126259447-32.hdf5,0.0,0.0,-576843.4651683277,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1126259447-32.hdf5
H-H1_GWOSC_4KHZ_R1-1126259447-32.hdf5,0.0,0.75,-576843.4651683277,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1126259447-32.hdf5
H-H1_GWOSC_4KHZ_R1-1126259447-32.hdf5,1.0,0.0,-127797.03624475698,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1126259447-32.hdf5
H-H1_GWOSC_4KHZ_R1-1126259447-32.hdf5,1.0,0.75,-127229.93436082688,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1126259447-32.hdf5
H-H1_GWOSC_4KHZ_R1-1167557889-4096.hdf5,0.0,0.0,-576109.5866828094,H1,4096,4096.0,data\H-H1_GWOSC_4KHZ_R1-1167557889-4096.hdf5
H-H1_GWOSC_4KHZ_R1-1167557889-4096.hdf5,0.0,0.75,-576109.5866828094,H1,4096,4096.0,data\H-H1_GWOSC_4KHZ_R1-1167557889-4096.hdf5
H-H1_GWOSC_4KHZ_R1-1167557889-4096.hdf5,1.0,0.0,-127969.66164897404,H1,4096,4096.0,data\H-H1_GWOSC_4KHZ_R1-1167557889-4096.hdf5
H-H1_GWOSC_4KHZ_R1-1167557889-4096.hdf5,1.0,0.75,-127406.36246766004,H1,4096,4096.0,data\H-H1_GWOSC_4KHZ_R1-1167557889-4096.hdf5
H-H1_GWOSC_4KHZ_R1-1167559921-32.hdf5,0.0,0.0,-576225.0096522261,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1167559921-32.hdf5
H-H1_GWOSC_4KHZ_R1-1167559921-32.hdf5,0.0,0.75,-576225.0096522261,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1167559921-32.hdf5
H-H1_GWOSC_4KHZ_R1-1167559921-32.hdf5,1.0,0.0,-127951.80331186448,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1167559921-32.hdf5
H-H1_GWOSC_4KHZ_R1-1167559921-32.hdf5,1.0,0.75,-127389.85690568895,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1167559921-32.hdf5
H-H1_GWOSC_4KHZ_R1-1187527209-4096.hdf5,0.0,0.0,-576093.7058996045,H1,4096,4096.0,data\H-H1_GWOSC_4KHZ_R1-1187527209-4096.hdf5
H-H1_GWOSC_4KHZ_R1-1187527209-4096.hdf5,0.0,0.75,-576093.7058996045,H1,4096,4096.0,data\H-H1_GWOSC_4KHZ_R1-1187527209-4096.hdf5
H-H1_GWOSC_4KHZ_R1-1187527209-4096.hdf5,1.0,0.0,-127971.43411634874,H1,4096,4096.0,data\H-H1_GWOSC_4KHZ_R1-1187527209-4096.hdf5
H-H1_GWOSC_4KHZ_R1-1187527209-4096.hdf5,1.0,0.75,-127407.90516802992,H1,4096,4096.0,data\H-H1_GWOSC_4KHZ_R1-1187527209-4096.hdf5
H-H1_GWOSC_4KHZ_R1-1187529241-32.hdf5,0.0,0.0,-577405.7646523974,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1187529241-32.hdf5
H-H1_GWOSC_4KHZ_R1-1187529241-32.hdf5,0.0,0.75,-577405.7646523974,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1187529241-32.hdf5
H-H1_GWOSC_4KHZ_R1-1187529241-32.hdf5,1.0,0.0,-127170.0520156772,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1187529241-32.hdf5
H-H1_GWOSC_4KHZ_R1-1187529241-32.hdf5,1.0,0.75,-126598.03899410756,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1187529241-32.hdf5
H-H1_GWOSC_4KHZ_R1-1253509418-32.hdf5,0.0,0.0,-576195.8477358456,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1253509418-32.hdf5
H-H1_GWOSC_4KHZ_R1-1253509418-32.hdf5,0.0,0.75,-576195.8477358456,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1253509418-32.hdf5
H-H1_GWOSC_4KHZ_R1-1253509418-32.hdf5,1.0,0.0,-127929.7434389259,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1253509418-32.hdf5
H-H1_GWOSC_4KHZ_R1-1253509418-32.hdf5,1.0,0.75,-127366.18101140288,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1253509418-32.hdf5
H-H1_GWOSC_4KHZ_R1-1260484255-32.hdf5,0.0,0.0,-576162.0289152388,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1260484255-32.hdf5
H-H1_GWOSC_4KHZ_R1-1260484255-32.hdf5,0.0,0.75,-576162.0289152388,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1260484255-32.hdf5
H-H1_GWOSC_4KHZ_R1-1260484255-32.hdf5,1.0,0.0,-127962.87047496504,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1260484255-32.hdf5
H-H1_GWOSC_4KHZ_R1-1260484255-32.hdf5,1.0,0.75,-127399.80858155616,H1,32,4096.0,data\H-H1_GWOSC_4KHZ_R1-1260484255-32.hdf5
H-H1_GWOSC_O2_16KHZ_R1-1185681408-4096.hdf5,0.0,0.0,-576104.4455593609,H1,4096,16384.0,data\H-H1_GWOSC_O2_16KHZ_R1-1185681408-4096.hdf5
H-H1_GWOSC_O2_16KHZ_R1-1185681408-4096.hdf5,0.0,0.75,-576104.4455593609,H1,4096,16384.0,data\H-H1_GWOSC_O2_16KHZ_R1-1185681408-4096.hdf5
H-H1_GWOSC_O2_16KHZ_R1-1185681408-4096.hdf5,1.0,0.0,-127968.92584597856,H1,4096,16384.0,data\H-H1_GWOSC_O2_16KHZ_R1-1185681408-4096.hdf5
H-H1_GWOSC_O2_16KHZ_R1-1185681408-4096.hdf5,1.0,0.75,-127405.2795366613,H1,4096,16384.0,data\H-H1_GWOSC_O2_16KHZ_R1-1185681408-4096.hdf5
L-L1_GWOSC_16KHZ_R1-1187529241-32.hdf5,0.0,0.0,-576446.1418061217,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1187529241-32.hdf5
L-L1_GWOSC_16KHZ_R1-1187529241-32.hdf5,0.0,0.75,-576446.1418061217,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1187529241-32.hdf5
L-L1_GWOSC_16KHZ_R1-1187529241-32.hdf5,0.0,1.5,-576446.1418061217,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1187529241-32.hdf5
L-L1_GWOSC_16KHZ_R1-1187529241-32.hdf5,1.0,0.0,-127901.80735799977,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1187529241-32.hdf5
L-L1_GWOSC_16KHZ_R1-1187529241-32.hdf5,1.0,0.75,-127336.35423394945,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1187529241-32.hdf5
L-L1_GWOSC_16KHZ_R1-1187529241-32.hdf5,1.0,1.5,-127515.3488248841,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1187529241-32.hdf5
L-L1_GWOSC_16KHZ_R1-1187529241-32.hdf5,2.0,0.0,-391183.90223593573,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1187529241-32.hdf5
L-L1_GWOSC_16KHZ_R1-1187529241-32.hdf5,2.0,0.75,-388990.766522498,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1187529241-32.hdf5
L-L1_GWOSC_16KHZ_R1-1187529241-32.hdf5,2.0,1.5,-387542.19627151045,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1187529241-32.hdf5
L-L1_GWOSC_16KHZ_R1-1242984058-32.hdf5,0.0,0.0,-576130.036702025,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1242984058-32.hdf5
L-L1_GWOSC_16KHZ_R1-1242984058-32.hdf5,0.0,0.75,-576130.036702025,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1242984058-32.hdf5
L-L1_GWOSC_16KHZ_R1-1242984058-32.hdf5,1.0,0.0,-127964.27090043652,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1242984058-32.hdf5
L-L1_GWOSC_16KHZ_R1-1242984058-32.hdf5,1.0,0.75,-127400.46069684676,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1242984058-32.hdf5
L-L1_GWOSC_16KHZ_R1-1245035064-32.hdf5,0.0,0.0,-576128.5907132498,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1245035064-32.hdf5
L-L1_GWOSC_16KHZ_R1-1245035064-32.hdf5,0.0,0.75,-576128.5907132498,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1245035064-32.hdf5
L-L1_GWOSC_16KHZ_R1-1245035064-32.hdf5,1.0,0.0,-127963.99950443266,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1245035064-32.hdf5
L-L1_GWOSC_16KHZ_R1-1245035064-32.hdf5,1.0,0.75,-127400.20271759274,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1245035064-32.hdf5
L-L1_GWOSC_16KHZ_R1-1260484255-32.hdf5,0.0,0.0,-576116.6768582007,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1260484255-32.hdf5
L-L1_GWOSC_16KHZ_R1-1260484255-32.hdf5,0.0,0.75,-576116.6768582007,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1260484255-32.hdf5
L-L1_GWOSC_16KHZ_R1-1260484255-32.hdf5,1.0,0.0,-127964.56700124955,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1260484255-32.hdf5
L-L1_GWOSC_16KHZ_R1-1260484255-32.hdf5,1.0,0.75,-127400.9115367674,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1260484255-32.hdf5
L-L1_GWOSC_16KHZ_R1-1369417271-4096.hdf5,0.0,0.0,-576119.3709334272,L1,4096,16384.0,data\L-L1_GWOSC_16KHZ_R1-1369417271-4096.hdf5
L-L1_GWOSC_16KHZ_R1-1369417271-4096.hdf5,0.0,0.75,-576119.3709334272,L1,4096,16384.0,data\L-L1_GWOSC_16KHZ_R1-1369417271-4096.hdf5
L-L1_GWOSC_16KHZ_R1-1369417271-4096.hdf5,1.0,0.0,-127966.12396220322,L1,4096,16384.0,data\L-L1_GWOSC_16KHZ_R1-1369417271-4096.hdf5
L-L1_GWOSC_16KHZ_R1-1369417271-4096.hdf5,1.0,0.75,-127402.3961807143,L1,4096,16384.0,data\L-L1_GWOSC_16KHZ_R1-1369417271-4096.hdf5
L-L1_GWOSC_16KHZ_R1-1369419303-32.hdf5,0.0,0.0,-576246.4575295511,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1369419303-32.hdf5
L-L1_GWOSC_16KHZ_R1-1369419303-32.hdf5,0.0,0.75,-576246.4575295511,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1369419303-32.hdf5
L-L1_GWOSC_16KHZ_R1-1369419303-32.hdf5,1.0,0.0,-127944.32147184196,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1369419303-32.hdf5
L-L1_GWOSC_16KHZ_R1-1369419303-32.hdf5,1.0,0.75,-127380.43463520044,L1,32,16384.0,data\L-L1_GWOSC_16KHZ_R1-1369419303-32.hdf5
L-L1_GWOSC_4KHZ_R1-1126257415-4096.hdf5,0.0,0.0,-598504.9106870682,L1,4096,4096.0,data\L-L1_GWOSC_4KHZ_R1-1126257415-4096.hdf5
L-L1_GWOSC_4KHZ_R1-1126257415-4096.hdf5,0.0,0.75,-598504.9106870682,L1,4096,4096.0,data\L-L1_GWOSC_4KHZ_R1-1126257415-4096.hdf5
L-L1_GWOSC_4KHZ_R1-1126257415-4096.hdf5,1.0,0.0,-125046.83882098792,L1,4096,4096.0,data\L-L1_GWOSC_4KHZ_R1-1126257415-4096.hdf5
L-L1_GWOSC_4KHZ_R1-1126257415-4096.hdf5,1.0,0.75,-124581.38938899447,L1,4096,4096.0,data\L-L1_GWOSC_4KHZ_R1-1126257415-4096.hdf5
L-L1_GWOSC_4KHZ_R1-1167557889-4096.hdf5,0.0,0.0,-576398.0332116153,L1,4096,4096.0,data\L-L1_GWOSC_4KHZ_R1-1167557889-4096.hdf5
L-L1_GWOSC_4KHZ_R1-1167557889-4096.hdf5,0.0,0.75,-576398.0332116153,L1,4096,4096.0,data\L-L1_GWOSC_4KHZ_R1-1167557889-4096.hdf5
L-L1_GWOSC_4KHZ_R1-1167557889-4096.hdf5,1.0,0.0,-127925.71721867932,L1,4096,4096.0,data\L-L1_GWOSC_4KHZ_R1-1167557889-4096.hdf5
L-L1_GWOSC_4KHZ_R1-1167557889-4096.hdf5,1.0,0.75,-127364.97920523596,L1,4096,4096.0,data\L-L1_GWOSC_4KHZ_R1-1167557889-4096.hdf5
L-L1_GWOSC_4KHZ_R1-1187527209-4096.hdf5,0.0,0.0,-576096.6571771024,L1,4096,4096.0,data\L-L1_GWOSC_4KHZ_R1-1187527209-4096.hdf5
L-L1_GWOSC_4KHZ_R1-1187527209-4096.hdf5,0.0,0.75,-576096.6571771024,L1,4096,4096.0,data\L-L1_GWOSC_4KHZ_R1-1187527209-4096.hdf5
L-L1_GWOSC_4KHZ_R1-1187527209-4096.hdf5,1.0,0.0,-127970.8397627261,L1,4096,4096.0,data\L-L1_GWOSC_4KHZ_R1-1187527209-4096.hdf5
L-L1_GWOSC_4KHZ_R1-1187527209-4096.hdf5,1.0,0.75,-127407.28450052338,L1,4096,4096.0,data\L-L1_GWOSC_4KHZ_R1-1187527209-4096.hdf5
L-L1_GWOSC_4KHZ_R1-1253509418-32.hdf5,0.0,0.0,-576096.7703407448,L1,32,4096.0,data\L-L1_GWOSC_4KHZ_R1-1253509418-32.hdf5
L-L1_GWOSC_4KHZ_R1-1253509418-32.hdf5,0.0,0.75,-576096.7703407448,L1,32,4096.0,data\L-L1_GWOSC_4KHZ_R1-1253509418-32.hdf5
L-L1_GWOSC_4KHZ_R1-1253509418-32.hdf5,1.0,0.0,-127970.46010882198,L1,32,4096.0,data\L-L1_GWOSC_4KHZ_R1-1253509418-32.hdf5
L-L1_GWOSC_4KHZ_R1-1253509418-32.hdf5,1.0,0.75,-127406.9449901276,L1,32,4096.0,data\L-L1_GWOSC_4KHZ_R1-1253509418-32.hdf5
L-L1_GWOSC_4KHZ_R1-1260484255-32.hdf5,0.0,0.0,-576094.5183645674,L1,32,4096.0,data\L-L1_GWOSC_4KHZ_R1-1260484255-32.hdf5
L-L1_GWOSC_4KHZ_R1-1260484255-32.hdf5,0.0,0.75,-576094.5183645674,L1,32,4096.0,data\L-L1_GWOSC_4KHZ_R1-1260484255-32.hdf5
L-L1_GWOSC_4KHZ_R1-1260484255-32.hdf5,1.0,0.0,-127971.2598587293,L1,32,4096.0,data\L-L1_GWOSC_4KHZ_R1-1260484255-32.hdf5
L-L1_GWOSC_4KHZ_R1-1260484255-32.hdf5,1.0,0.75,-127407.72781430364,L1,32,4096.0,data\L-L1_GWOSC_4KHZ_R1-1260484255-32.hdf5
L-L1_GWOSC_4KHZ_R1-1369417271-4096.hdf5,0.0,0.0,-576096.95900323,L1,4096,4096.0,data\L-L1_GWOSC_4KHZ_R1-1369417271-4096.hdf5
L-L1_GWOSC_4KHZ_R1-1369417271-4096.hdf5,0.0,0.75,-576096.95900323,L1,4096,4096.0,data\L-L1_GWOSC_4KHZ_R1-1369417271-4096.hdf5
L-L1_GWOSC_4KHZ_R1-1369417271-4096.hdf5,1.0,0.0,-127971.01590932526,L1,4096,4096.0,data\L-L1_GWOSC_4KHZ_R1-1369417271-4096.hdf5
L-L1_GWOSC_4KHZ_R1-1369417271-4096.hdf5,1.0,0.75,-127407.51716194415,L1,4096,4096.0,data\L-L1_GWOSC_4KHZ_R1-1369417271-4096.hdf5
L-L1_GWOSC_4KHZ_R1-1369419303-32.hdf5,0.0,0.0,-607217.2070606041,L1,32,4096.0,data\L-L1_GWOSC_4KHZ_R1-1369419303-32.hdf5
L-L1_GWOSC_4KHZ_R1-1369419303-32.hdf5,0.0,0.75,-607217.2070606041,L1,32,4096.0,data\L-L1_GWOSC_4KHZ_R1-1369419303-32.hdf5
L-L1_GWOSC_4KHZ_R1-1369419303-32.hdf5,1.0,0.0,-123944.11938707008,L1,32,4096.0,data\L-L1_GWOSC_4KHZ_R1-1369419303-32.hdf5
L-L1_GWOSC_4KHZ_R1-1369419303-32.hdf5,1.0,0.75,-123655.34117866609,L1,32,4096.0,data\L-L1_GWOSC_4KHZ_R1-1369419303-32.hdf5
V-V1_GWOSC_16KHZ_R1-1245035064-32.hdf5,0.0,0.0,-581592.447496647,V1,32,16384.0,data\V-V1_GWOSC_16KHZ_R1-1245035064-32.hdf5
V-V1_GWOSC_16KHZ_R1-1245035064-32.hdf5,0.0,0.75,-581592.447496647,V1,32,16384.0,data\V-V1_GWOSC_16KHZ_R1-1245035064-32.hdf5
V-V1_GWOSC_16KHZ_R1-1245035064-32.hdf5,1.0,0.0,-127141.4383343765,V1,32,16384.0,data\V-V1_GWOSC_16KHZ_R1-1245035064-32.hdf5
V-V1_GWOSC_16KHZ_R1-1245035064-32.hdf5,1.0,0.75,-126527.73388549068,V1,32,16384.0,data\V-V1_GWOSC_16KHZ_R1-1245035064-32.hdf5
V-V1_GWOSC_16KHZ_R1-1258864118-4096.hdf5,0.0,0.0,-579363.1491059846,V1,4096,16384.0,data\V-V1_GWOSC_16KHZ_R1-1258864118-4096.hdf5
V-V1_GWOSC_16KHZ_R1-1258864118-4096.hdf5,0.0,0.75,-579363.1491059846,V1,4096,16384.0,data\V-V1_GWOSC_16KHZ_R1-1258864118-4096.hdf5
V-V1_GWOSC_16KHZ_R1-1258864118-4096.hdf5,1.0,0.0,-127458.55533433204,V1,4096,16384.0,data\V-V1_GWOSC_16KHZ_R1-1258864118-4096.hdf5
V-V1_GWOSC_16KHZ_R1-1258864118-4096.hdf5,1.0,0.75,-126867.65979911358,V1,4096,16384.0,data\V-V1_GWOSC_16KHZ_R1-1258864118-4096.hdf5
V-V1_GWOSC_16KHZ_R1-1258866150-32.hdf5,0.0,0.0,-580809.8399127403,V1,32,16384.0,data\V-V1_GWOSC_16KHZ_R1-1258866150-32.hdf5
V-V1_GWOSC_16KHZ_R1-1258866150-32.hdf5,0.0,0.75,-580809.8399127403,V1,32,16384.0,data\V-V1_GWOSC_16KHZ_R1-1258866150-32.hdf5
V-V1_GWOSC_16KHZ_R1-1258866150-32.hdf5,1.0,0.0,-127240.8319709767,V1,32,16384.0,data\V-V1_GWOSC_16KHZ_R1-1258866150-32.hdf5
V-V1_GWOSC_16KHZ_R1-1258866150-32.hdf5,1.0,0.75,-126637.1711041644,V1,32,16384.0,data\V-V1_GWOSC_16KHZ_R1-1258866150-32.hdf5
V-V1_GWOSC_16KHZ_R1-1260484255-32.hdf5,0.0,0.0,-586938.8851227947,V1,32,16384.0,data\V-V1_GWOSC_16KHZ_R1-1260484255-32.hdf5
V-V1_GWOSC_16KHZ_R1-1260484255-32.hdf5,0.0,0.75,-586938.8851227947,V1,32,16384.0,data\V-V1_GWOSC_16KHZ_R1-1260484255-32.hdf5
V-V1_GWOSC_16KHZ_R1-1260484255-32.hdf5,1.0,0.0,-126290.9441070178,V1,32,16384.0,data\V-V1_GWOSC_16KHZ_R1-1260484255-32.hdf5
V-V1_GWOSC_16KHZ_R1-1260484255-32.hdf5,1.0,0.75,-125636.3102420616,V1,32,16384.0,data\V-V1_GWOSC_16KHZ_R1-1260484255-32.hdf5
V-V1_GWOSC_16KHZ_R1-1262877888-4096.hdf5,0.0,0.0,-590202.5047087742,V1,4096,16384.0,data\V-V1_GWOSC_16KHZ_R1-1262877888-4096.hdf5
V-V1_GWOSC_16KHZ_R1-1262877888-4096.hdf5,0.0,0.75,-590202.5047087742,V1,4096,16384.0,data\V-V1_GWOSC_16KHZ_R1-1262877888-4096.hdf5
V-V1_GWOSC_16KHZ_R1-1262877888-4096.hdf5,1.0,0.0,-125741.19989371528,V1,4096,16384.0,data\V-V1_GWOSC_16KHZ_R1-1262877888-4096.hdf5
V-V1_GWOSC_16KHZ_R1-1262877888-4096.hdf5,1.0,0.75,-125065.85373976576,V1,4096,16384.0,data\V-V1_GWOSC_16KHZ_R1-1262877888-4096.hdf5
V-V1_GWOSC_16KHZ_R1-1268429047-4096.hdf5,0.0,0.0,-583075.7715490956,V1,4096,16384.0,data\V-V1_GWOSC_16KHZ_R1-1268429047-4096.hdf5
V-V1_GWOSC_16KHZ_R1-1268429047-4096.hdf5,0.0,0.75,-583075.7715490956,V1,4096,16384.0,data\V-V1_GWOSC_16KHZ_R1-1268429047-4096.hdf5
V-V1_GWOSC_16KHZ_R1-1268429047-4096.hdf5,1.0,0.0,-126869.6907900854,V1,4096,16384.0,data\V-V1_GWOSC_16KHZ_R1-1268429047-4096.hdf5
V-V1_GWOSC_16KHZ_R1-1268429047-4096.hdf5,1.0,0.75,-126250.202616848,V1,4096,16384.0,data\V-V1_GWOSC_16KHZ_R1-1268429047-4096.hdf5
V-V1_GWOSC_16KHZ_R1-1268901464-4096.hdf5,0.0,0.0,-579712.226170266,V1,4096,16384.0,data\V-V1_GWOSC_16KHZ_R1-1268901464-4096.hdf5
V-V1_GWOSC_16KHZ_R1-1268901464-4096.hdf5,0.0,0.75,-579712.226170266,V1,4096,16384.0,data\V-V1_GWOSC_16KHZ_R1-1268901464-4096.hdf5
V-V1_GWOSC_16KHZ_R1-1268901464-4096.hdf5,1.0,0.0,-127399.38376383897,V1,4096,16384.0,data\V-V1_GWOSC_16KHZ_R1-1268901464-4096.hdf5
V-V1_GWOSC_16KHZ_R1-1268901464-4096.hdf5,1.0,0.75,-126805.82813832842,V1,4096,16384.0,data\V-V1_GWOSC_16KHZ_R1-1268901464-4096.hdf5
V-V1_GWOSC_4KHZ_R1-1260484255-32.hdf5,0.0,0.0,-602684.2749848359,V1,32,4096.0,data\V-V1_GWOSC_4KHZ_R1-1260484255-32.hdf5
V-V1_GWOSC_4KHZ_R1-1260484255-32.hdf5,0.0,0.75,-602684.2749848359,V1,32,4096.0,data\V-V1_GWOSC_4KHZ_R1-1260484255-32.hdf5
V-V1_GWOSC_4KHZ_R1-1260484255-32.hdf5,1.0,0.0,-124422.1076780506,V1,32,4096.0,data\V-V1_GWOSC_4KHZ_R1-1260484255-32.hdf5
V-V1_GWOSC_4KHZ_R1-1260484255-32.hdf5,1.0,0.75,-124091.73691207053,V1,32,4096.0,data\V-V1_GWOSC_4KHZ_R1-1260484255-32.hdf5
